668	-25.3004	-24.8278	-18.7221
669	-25.7905	-25.3857	-20.4264
670	-26.2803	-25.9548	-22.2319
671	-26.7697	-26.5367	-24.0846
672	-27.2586	-27.1333	-25.9355
673	-27.7472	-27.7472	-27.7472
674	-28.5098	-28.4276	-29.4917
675	-29.3034	-29.2153	-31.1772
676	-30.1266	-30.1013	-32.6211
677	-30.9783	-31.0762	-34.2029
678	-31.8572	-32.1299	-35.7392
679	-32.7622	-33.2515	-37.2228
680	-33.6921	-34.4294	-38.6408
681	-34.6457	-35.6508	-39.9753
682	-35.6219	-36.9021	-41.2183
683	-36.6194	-38.1691	-42.375
684	-37.6372	-39.4367	-43.4629
685	-38.6739	-40.6894	-44.502
686	-39.7284	-41.9116	-45.5016
687	-40.7994	-43.0873	-46.4501
688	-41.8856	-44.2004	-47.3111
689	-42.9858	-45.2349	-48.0233
690	-44.0987	-46.1747	-48.5526
691	-45.2229	-47.0033	-48.9526
692	-46.357	-47.7039	-49.0508
693	-47.4997	-48.259	-48.9381
694	-48.6496	-48.6496	-48.6496
695	-48.0903	-48.8757	-48.2059
696	-47.5193	-48.9564	-47.639
697	-46.936	-48.8994	-46.9781
698	-46.3399	-48.7113	-46.2469
699	-45.7304	-48.3976	-45.4651
700	-45.1069	-47.9638	-44.65
701	-44.4686	-47.4152	-43.8175
702	-43.8151	-46.7576	-42.9929
703	-43.1455	-45.9977	-42.1825
704	-42.4592	-45.1432	-41.283
705	-41.7554	-44.2031	-40.538
706	-41.0332	-43.1884	-39.8261
707	-40.2918	-42.1119	-39.138
708	-39.5304	-40.9885	-38.4664
709	-38.7481	-39.8358	-37.7973
710	-37.9438	-38.6734	-37.1197
711	-37.1166	-37.5233	-36.426
712	-36.2654	-36.4099	-35.7161
713	-35.3892	-35.3593	-34.9956
714	-34.4868	-34.3989	-34.2732
715	-33.5571	-33.5571	-33.5571
716	-32.9591	-32.7694	-32.8528
717	-32.3595	-31.9566	-32.1609
718	-31.7585	-31.1253	-31.4761
719	-31.156	-30.2822	-30.7896
720	-30.5521	-29.434	-30.1323
721	-29.9468	-28.5873	-29.4642
722	-29.3404	-27.7489	-28.8811
723	-28.7327	-26.9255	-28.1668
724	-28.1238	-26.1239	-27.4227
725	-27.5139	-25.351	-26.5645
726	-26.903	-24.6135	-25.6506
727	-26.2911	-23.9186	-24.6832
728	-25.6784	-23.2731	-23.6694
729	-25.0648	-22.6841	-22.6267
730	-24.4505	-22.1588	-21.5963
731	-23.8356	-21.7043	-20.6687
732	-23.22	-21.3279	-19.9695
733	-22.6039	-21.037	-19.7276
734	-21.9873	-20.839	-19.9196
735	-21.3703	-20.7417	-20.2948
736	-20.753	-20.753	-20.753
737	-21.5316	-20.911	-21.2392
738	-22.3295	-21.2418	-21.7523
739	-23.1477	-21.7349	-22.3207
740	-23.9874	-22.3798	-22.9872
741	-24.8498	-23.1658	-23.7988
742	-25.7362	-24.0818	-24.7957
743	-26.6478	-25.1169	-26.0011
744	-27.5861	-26.2592	-27.4112
745	-28.5524	-27.4966	-28.9459
746	-29.5484	-28.8159	-30.5948
747	-30.5755	-30.2024	-32.2229
748	-31.6355	-31.6397	-33.8861
749	-32.73	-33.1095	-35.5546
750	-33.8609	-34.5909	-36.9621
751	-35.03	-36.0601	-38.1764
752	-36.2391	-37.4906	-39.1835
753	-37.4903	-38.8531	-40.0512
754	-38.7856	-40.1156	-40.8286
755	-40.127	-41.2441	-41.5585
756	-41.5166	-42.203	-42.2666
757	-42.9564	-42.9564	-42.9564
758	-42.7681	-43.5202	-43.6124
759	-42.5802	-43.9388	-44.209
760	-42.3927	-44.2199	-44.7216
761	-42.2056	-44.3724	-45.1372
762	-42.0189	-44.4065	-45.4598
763	-41.8327	-44.3331	-45.7037
764	-41.6469	-44.1639	-45.8908
765	-41.4616	-43.9115	-46.0408
766	-41.2768	-43.5888	-46.1632
767	-41.0924	-43.2093	-46.2521
768	-40.9084	-42.7864	-46.2864
769	-40.725	-42.3341	-46.2336
770	-40.542	-41.8659	-46.056
771	-40.3596	-41.3954	-45.7192
772	-40.1777	-40.9358	-45.2023
773	-39.9962	-40.5001	-44.4994
774	-39.8153	-40.1006	-43.6245
775	-39.635	-39.7494	-42.6069
776	-39.4551	-39.4579	-41.4856
777	-39.2758	-39.237	-40.3025
778	-39.0971	-39.0971	-39.0971
779	-39.0883	-39.0182	-37.9058
780	-39.0869	-38.9718	-36.7625
781	-39.0926	-38.9557	-35.7024
782	-39.1055	-38.9672	-34.7552
783	-39.1254	-39.0034	-33.9398
784	-39.1522	-39.0615	-33.3244
785	-39.1858	-39.1385	-32.9625
786	-39.2263	-39.2312	-32.9052
787	-39.2735	-39.3368	-33.1815
788	-39.3274	-39.4519	-33.7892
789	-39.3881	-39.5736	-34.6775
790	-39.4555	-39.6985	-35.7456
791	-39.5295	-39.8234	-36.872
792	-39.6103	-39.9448	-37.9382
793	-39.6978	-40.0592	-38.7855
794	-39.7921	-40.1627	-39.379
795	-39.8932	-40.2513	-39.7375
796	-40.0011	-40.3207	-39.9323
797	-40.116	-40.3664	-40.0489
798	-40.2378	-40.3835	-40.1739
799	-40.3668	-40.3668	-40.3668
800	-40.1636	-40.321	-40.6427
